Year,EM,Entidad,Municipio,Cultivo, Superficie cosechada (Ha) , Producción (Ton / Miles de Litros) 
2020,30140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,Maíz grano,195,146.00
2020,30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,Frijol,267,235.60
2020,30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,Leche,,8472.18
2020,30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,Maíz grano,"16,708.00",45797.27
2020,30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,Frijol,95,78.85
2020,30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,Leche,,15846.58
2020,30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,Maíz grano,"9,054.00",21991.22
2020,30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,Frijol,88,79.30
2020,30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,Leche,,6465.05
2020,30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,Maíz grano,"5,997.00",15638.88
2020,30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,Frijol,46,38.18
2020,30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,Leche,,8847.59
2020,30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,Maíz grano,"4,414.00",10737.48
2020,30145,Veracruz de Ignacio de la Llave,Soconusco,Frijol,69,60.72
2020,30145,Veracruz de Ignacio de la Llave,Soconusco,Leche,,1394.35
2020,30145,Veracruz de Ignacio de la Llave,Soconusco,Maíz grano,"1,539.00",4112.89
2020,30146,Veracruz de Ignacio de la Llave,Sochiapa,Leche,,102.70
2020,30146,Veracruz de Ignacio de la Llave,Sochiapa,Maíz grano,16,27.50
2020,30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,Frijol,118.5,59.00
2020,30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,Leche,,15.04
2020,30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,Maíz grano,"1,045.00",1329.00
2020,30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,Frijol,129,229.16
2020,30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,Leche,,6190.62
2020,30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,Maíz grano,"2,099.50",9998.10
2020,30149,Veracruz de Ignacio de la Llave,Soteapan,Frijol,"1,088.00",957.44
2020,30149,Veracruz de Ignacio de la Llave,Soteapan,Leche,,1153.45
2020,30149,Veracruz de Ignacio de la Llave,Soteapan,Maíz grano,"16,915.00",42653.11
2020,30150,Veracruz de Ignacio de la Llave,Tamalín,Frijol,70.15,46.30
2020,30150,Veracruz de Ignacio de la Llave,Tamalín,Leche,,1446.75
2020,30150,Veracruz de Ignacio de la Llave,Tamalín,Maíz grano,541.49,612.27
2020,30151,Veracruz de Ignacio de la Llave,Tamiahua,Frijol,60,48.00
2020,30151,Veracruz de Ignacio de la Llave,Tamiahua,Leche,,11406.93
2020,30151,Veracruz de Ignacio de la Llave,Tamiahua,Maíz grano,"3,580.00",7340.40
2020,30152,Veracruz de Ignacio de la Llave,Tampico Alto,Frijol,119.57,94.46
2020,30152,Veracruz de Ignacio de la Llave,Tampico Alto,Leche,,3804.25
2020,30152,Veracruz de Ignacio de la Llave,Tampico Alto,Maíz grano,683.3,1043.58
2020,30153,Veracruz de Ignacio de la Llave,Tancoco,Frijol,105.22,69.45
2020,30153,Veracruz de Ignacio de la Llave,Tancoco,Leche,,761.48
2020,30153,Veracruz de Ignacio de la Llave,Tancoco,Maíz grano,359.79,571.47
2020,30154,Veracruz de Ignacio de la Llave,Tantima,Frijol,90.87,73.60
2020,30154,Veracruz de Ignacio de la Llave,Tantima,Leche,,1425.69
2020,30154,Veracruz de Ignacio de la Llave,Tantima,Maíz grano,718.33,1040.17
2020,30155,Veracruz de Ignacio de la Llave,Tantoyuca,Frijol,766.83,575.12
2020,30155,Veracruz de Ignacio de la Llave,Tantoyuca,Leche,,4293.74
2020,30155,Veracruz de Ignacio de la Llave,Tantoyuca,Maíz grano,"10,823.90",15214.31
2020,30156,Veracruz de Ignacio de la Llave,Tatatila,Frijol,224,267.40
2020,30156,Veracruz de Ignacio de la Llave,Tatatila,Leche,,402.39
2020,30156,Veracruz de Ignacio de la Llave,Tatatila,Maíz grano,"1,087.00",1838.00
2020,30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,Frijol,62,69.44
2020,30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,Leche,,14621.47
2020,30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,Maíz grano,"3,302.00",3717.30
2020,30158,Veracruz de Ignacio de la Llave,Tecolutla,Frijol,220.75,113.30
2020,30158,Veracruz de Ignacio de la Llave,Tecolutla,Leche,,9800.18
2020,30158,Veracruz de Ignacio de la Llave,Tecolutla,Maíz grano,"2,216.50",3807.77
2020,30159,Veracruz de Ignacio de la Llave,Tehuipango,Frijol,130.5,65.00
2020,30159,Veracruz de Ignacio de la Llave,Tehuipango,Leche,,14.39
2020,30159,Veracruz de Ignacio de la Llave,Tehuipango,Maíz grano,"2,007.00",1826.00
2020,30160,Veracruz de Ignacio de la Llave,Álamo Temapache,Frijol,95,74.10
2020,30160,Veracruz de Ignacio de la Llave,Álamo Temapache,Leche,,9797.62
2020,30160,Veracruz de Ignacio de la Llave,Álamo Temapache,Maíz grano,"16,905.00",30084.56
2020,30161,Veracruz de Ignacio de la Llave,Tempoal,Frijol,306.1,260.19
2020,30161,Veracruz de Ignacio de la Llave,Tempoal,Leche,,6841.54
2020,30161,Veracruz de Ignacio de la Llave,Tempoal,Maíz grano,"1,255.09",1839.55
2020,30162,Veracruz de Ignacio de la Llave,Tenampa,Leche,,112.87
2020,30162,Veracruz de Ignacio de la Llave,Tenampa,Maíz grano,367,805.00
2020,30163,Veracruz de Ignacio de la Llave,Tenochtitlán,Leche,,1218.00
2020,30163,Veracruz de Ignacio de la Llave,Tenochtitlán,Maíz grano,654,1541.65
2020,30164,Veracruz de Ignacio de la Llave,Teocelo,Leche,,518.50
2020,30164,Veracruz de Ignacio de la Llave,Teocelo,Maíz grano,110,410.84
2020,30165,Veracruz de Ignacio de la Llave,Tepatlaxco,Frijol,18.5,8.28
2020,30165,Veracruz de Ignacio de la Llave,Tepatlaxco,Leche,,52.16
2020,30165,Veracruz de Ignacio de la Llave,Tepatlaxco,Maíz grano,573,910.00
2020,30166,Veracruz de Ignacio de la Llave,Tepetlán,Frijol,48.47,31.50
2020,30166,Veracruz de Ignacio de la Llave,Tepetlán,Leche,,2491.12
2020,30166,Veracruz de Ignacio de la Llave,Tepetlán,Maíz grano,"1,136.20",2612.25
2020,30167,Veracruz de Ignacio de la Llave,Tepetzintla,Leche,,1200.89
2020,30167,Veracruz de Ignacio de la Llave,Tepetzintla,Maíz grano,"1,318.00",1986.30
2020,30168,Veracruz de Ignacio de la Llave,Tequila,Frijol,99.5,46.70
2020,30168,Veracruz de Ignacio de la Llave,Tequila,Leche,,10.00
2020,30168,Veracruz de Ignacio de la Llave,Tequila,Maíz grano,"1,280.00",978.00
2020,30169,Veracruz de Ignacio de la Llave,José Azueta,Frijol,215,240.80
2020,30169,Veracruz de Ignacio de la Llave,José Azueta,Leche,,4293.64
2020,30169,Veracruz de Ignacio de la Llave,José Azueta,Maíz grano,"6,766.00",35517.36
2020,30170,Veracruz de Ignacio de la Llave,Texcatepec,Frijol,56,30.00
2020,30170,Veracruz de Ignacio de la Llave,Texcatepec,Leche,,114.89
2020,30170,Veracruz de Ignacio de la Llave,Texcatepec,Maíz grano,"2,766.00",3781.67
2020,30171,Veracruz de Ignacio de la Llave,Texhuacán,Frijol,49.5,22.27
2020,30171,Veracruz de Ignacio de la Llave,Texhuacán,Leche,,13.98
2020,30171,Veracruz de Ignacio de la Llave,Texhuacán,Maíz grano,598,403.00
2020,30172,Veracruz de Ignacio de la Llave,Texistepec,Frijol,270,253.80
2020,30172,Veracruz de Ignacio de la Llave,Texistepec,Leche,,5866.88
2020,30172,Veracruz de Ignacio de la Llave,Texistepec,Maíz grano,"8,210.00",23783.62
2020,30173,Veracruz de Ignacio de la Llave,Tezonapa,Frijol,211.42,125.58
2020,30173,Veracruz de Ignacio de la Llave,Tezonapa,Leche,,240.72
2020,30173,Veracruz de Ignacio de la Llave,Tezonapa,Maíz grano,"5,617.00",11197.20
2020,30174,Veracruz de Ignacio de la Llave,Tierra Blanca,Arroz palay,963,11024.21
2020,30174,Veracruz de Ignacio de la Llave,Tierra Blanca,Frijol,"1,007.50",1007.09
2020,30174,Veracruz de Ignacio de la Llave,Tierra Blanca,Leche,,9196.99
2020,30174,Veracruz de Ignacio de la Llave,Tierra Blanca,Maíz grano,"9,261.83",32341.19
2020,30175,Veracruz de Ignacio de la Llave,Tihuatlán,Frijol,82,83.64
2020,30175,Veracruz de Ignacio de la Llave,Tihuatlán,Leche,,14662.89
2020,30175,Veracruz de Ignacio de la Llave,Tihuatlán,Maíz grano,"3,493.00",5068.75
2020,30176,Veracruz de Ignacio de la Llave,Tlacojalpan,Arroz palay,140,672.00
2020,30176,Veracruz de Ignacio de la Llave,Tlacojalpan,Frijol,13,11.57
2020,30176,Veracruz de Ignacio de la Llave,Tlacojalpan,Leche,,92.20
2020,30176,Veracruz de Ignacio de la Llave,Tlacojalpan,Maíz grano,335,1414.75
2020,30177,Veracruz de Ignacio de la Llave,Tlacolulan,Leche,,8858.12
2020,30177,Veracruz de Ignacio de la Llave,Tlacolulan,Maíz grano,"2,208.96",4400.00
2020,30178,Veracruz de Ignacio de la Llave,Tlacotalpan,Frijol,23.5,22.33
2020,30178,Veracruz de Ignacio de la Llave,Tlacotalpan,Leche,,4005.89
2020,30178,Veracruz de Ignacio de la Llave,Tlacotalpan,Maíz grano,"1,076.00",3060.50
2020,30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,Leche,,448.19
2020,30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,Maíz grano,317,760.00
2020,30180,Veracruz de Ignacio de la Llave,Tlachichilco,Frijol,609,295.70
2020,30180,Veracruz de Ignacio de la Llave,Tlachichilco,Leche,,1962.80
2020,30180,Veracruz de Ignacio de la Llave,Tlachichilco,Maíz grano,"4,434.00",6028.78
2020,30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,Arroz palay,"1,199.00",14388.00
2020,30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,Frijol,731.5,807.50
2020,30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,Leche,,10331.78
2020,30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,Maíz grano,"3,545.00",20480.95
2020,30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,Frijol,40,34.80
2020,30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,Leche,,137.85
2020,30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,Maíz grano,322,889.18
2020,30183,Veracruz de Ignacio de la Llave,Tlapacoyan,Frijol,47.25,24.73
2020,30183,Veracruz de Ignacio de la Llave,Tlapacoyan,Leche,,1020.08
2020,30183,Veracruz de Ignacio de la Llave,Tlapacoyan,Maíz grano,220.5,440.05
2020,30184,Veracruz de Ignacio de la Llave,Tlaquilpa,Frijol,59.5,31.50
2020,30184,Veracruz de Ignacio de la Llave,Tlaquilpa,Leche,,19.17
2020,30184,Veracruz de Ignacio de la Llave,Tlaquilpa,Maíz grano,840,788.00
2020,30185,Veracruz de Ignacio de la Llave,Tlilapan,Frijol,8.5,2.72
2020,30185,Veracruz de Ignacio de la Llave,Tlilapan,Leche,,27.20
2020,30185,Veracruz de Ignacio de la Llave,Tlilapan,Maíz grano,15.69,25.00
2020,30186,Veracruz de Ignacio de la Llave,Tomatlán,Leche,,236.07
2020,30186,Veracruz de Ignacio de la Llave,Tomatlán,Maíz grano,197,498.00
2020,30187,Veracruz de Ignacio de la Llave,Tonayán,Leche,,3621.08
2020,30187,Veracruz de Ignacio de la Llave,Tonayán,Maíz grano,645.58,1420.28
2020,30188,Veracruz de Ignacio de la Llave,Totutla,Frijol,43.5,38.54
2020,30188,Veracruz de Ignacio de la Llave,Totutla,Leche,,675.11
2020,30188,Veracruz de Ignacio de la Llave,Totutla,Maíz grano,495,880.00
2020,30189,Veracruz de Ignacio de la Llave,Tuxpan,Frijol,273,232.05
2020,30189,Veracruz de Ignacio de la Llave,Tuxpan,Leche,,18985.70
2020,30189,Veracruz de Ignacio de la Llave,Tuxpan,Maíz grano,"5,680.00",14707.40
2020,30190,Veracruz de Ignacio de la Llave,Tuxtilla,Frijol,6.5,5.66
2020,30190,Veracruz de Ignacio de la Llave,Tuxtilla,Leche,,158.22
2020,30190,Veracruz de Ignacio de la Llave,Tuxtilla,Maíz grano,133,555.73
2020,30191,Veracruz de Ignacio de la Llave,Ursulo Galván,Frijol,16.26,14.95
2020,30191,Veracruz de Ignacio de la Llave,Ursulo Galván,Leche,,345.25
2020,30191,Veracruz de Ignacio de la Llave,Ursulo Galván,Maíz grano,215.69,680.33
2020,30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,Frijol,87.8,73.07
2020,30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,Leche,,8449.46
2020,30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,Maíz grano,382.53,990.70
2020,30193,Veracruz de Ignacio de la Llave,Veracruz,Frijol,77,105.49
2020,30193,Veracruz de Ignacio de la Llave,Veracruz,Leche,,3399.03
2020,30193,Veracruz de Ignacio de la Llave,Veracruz,Maíz grano,610,3286.50
2020,30194,Veracruz de Ignacio de la Llave,Villa Aldama,Frijol,28,32.00
2020,30194,Veracruz de Ignacio de la Llave,Villa Aldama,Leche,,1889.67
2020,30194,Veracruz de Ignacio de la Llave,Villa Aldama,Maíz grano,"1,208.00",2174.50
2020,30194,Veracruz de Ignacio de la Llave,Villa Aldama,Trigo grano,51,66.30
2020,30195,Veracruz de Ignacio de la Llave,Xoxocotla,Frijol,224,105.28
2020,30195,Veracruz de Ignacio de la Llave,Xoxocotla,Leche,,24.05
2020,30195,Veracruz de Ignacio de la Llave,Xoxocotla,Maíz grano,896,1180.00
2020,30196,Veracruz de Ignacio de la Llave,Yanga,Frijol,42.5,18.68
2020,30196,Veracruz de Ignacio de la Llave,Yanga,Leche,,79.67
2020,30196,Veracruz de Ignacio de la Llave,Yanga,Maíz grano,99,145.00
2020,30197,Veracruz de Ignacio de la Llave,Yecuatla,Frijol,34,23.01
2020,30197,Veracruz de Ignacio de la Llave,Yecuatla,Leche,,2057.47
2020,30197,Veracruz de Ignacio de la Llave,Yecuatla,Maíz grano,521,961.63
2020,30198,Veracruz de Ignacio de la Llave,Zacualpan,Frijol,96,57.00
2020,30198,Veracruz de Ignacio de la Llave,Zacualpan,Leche,,229.33
2020,30198,Veracruz de Ignacio de la Llave,Zacualpan,Maíz grano,"1,264.00",1758.53
2020,30199,Veracruz de Ignacio de la Llave,Zaragoza,Frijol,41,25.00
2020,30199,Veracruz de Ignacio de la Llave,Zaragoza,Leche,,844.57
2020,30199,Veracruz de Ignacio de la Llave,Zaragoza,Maíz grano,884.33,1711.01
2020,30200,Veracruz de Ignacio de la Llave,Zentla,Leche,,1293.93
2020,30200,Veracruz de Ignacio de la Llave,Zentla,Maíz grano,"1,163.00",2610.00
2020,30201,Veracruz de Ignacio de la Llave,Zongolica,Frijol,523.75,157.75
2020,30201,Veracruz de Ignacio de la Llave,Zongolica,Leche,,100.15
2020,30201,Veracruz de Ignacio de la Llave,Zongolica,Maíz grano,"7,079.00",6754.21
2020,30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López Y Fuentes,Frijol,397,178.10
2020,30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López Y Fuentes,Leche,,235.20
2020,30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López Y Fuentes,Maíz grano,"5,049.00",6727.20
2020,30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,Leche,,401.84
2020,30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,Maíz grano,956.88,1684.79
2020,30204,Veracruz de Ignacio de la Llave,Agua Dulce,Frijol,65,87.55
2020,30204,Veracruz de Ignacio de la Llave,Agua Dulce,Leche,,4022.80
2020,30204,Veracruz de Ignacio de la Llave,Agua Dulce,Maíz grano,"1,525.00",3579.20
2020,30205,Veracruz de Ignacio de la Llave,El Higo,Frijol,79.71,80.75
2020,30205,Veracruz de Ignacio de la Llave,El Higo,Leche,,1798.61
2020,30205,Veracruz de Ignacio de la Llave,El Higo,Maíz grano,820.67,1156.66
2020,30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,Frijol,63,87.00
2020,30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,Leche,,317.61
2020,30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,Maíz grano,246.67,517.81
2020,30207,Veracruz de Ignacio de la Llave,Tres Valles,Arroz palay,"1,460.00",5796.20
2020,30207,Veracruz de Ignacio de la Llave,Tres Valles,Frijol,14,11.20
2020,30207,Veracruz de Ignacio de la Llave,Tres Valles,Leche,,1097.65
2020,30207,Veracruz de Ignacio de la Llave,Tres Valles,Maíz grano,997,3778.34
2020,30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Frijol,15,12.15
2020,30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Leche,,742.76
2020,30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,Maíz grano,597,2152.44
2020,30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,Frijol,334,243.82
2020,30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,Leche,,1695.45
2020,30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,Maíz grano,"2,392.00",3786.19
2020,30210,Veracruz de Ignacio de la Llave,Uxpanapa,Frijol,351,715.00
2020,30210,Veracruz de Ignacio de la Llave,Uxpanapa,Leche,,4966.00
2020,30210,Veracruz de Ignacio de la Llave,Uxpanapa,Maíz grano,"9,852.44",19513.09
2020,30211,Veracruz de Ignacio de la Llave,San Rafael,Frijol,77.2,38.92
2020,30211,Veracruz de Ignacio de la Llave,San Rafael,Leche,,6617.86
2020,30211,Veracruz de Ignacio de la Llave,San Rafael,Maíz grano,254.5,559.06
2020,30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,Frijol,182,165.62
2020,30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,Maíz grano,"4,060.00",11059.02
2020,31001,Yucatán,Abalá,Maíz grano,326.24,197.93
2020,31002,Yucatán,Acanceh,Maíz grano,120,46.80
2020,31003,Yucatán,Akil,Maíz grano,449.3,392.03
2020,31004,Yucatán,Baca,Maíz grano,8,3.28
2020,31005,Yucatán,Bokobá,Maíz grano,110.1,49.55
2020,31006,Yucatán,Buctzotz,Frijol,10,2.88
2020,31006,Yucatán,Buctzotz,Leche,,22.56
2020,31006,Yucatán,Buctzotz,Maíz grano,36.8,20.61
2020,31007,Yucatán,Cacalchén,Maíz grano,36.11,18.06
2020,31008,Yucatán,Calotmul,Frijol,8,2.30
2020,31008,Yucatán,Calotmul,Maíz grano,144.5,83.81
2020,31009,Yucatán,Cansahcab,Maíz grano,214.89,141.83
2020,31010,Yucatán,Cantamayec,Maíz grano,916,705.72
2020,31011,Yucatán,Celestún,Maíz grano,0.5,0.28
2020,31012,Yucatán,Cenotillo,Frijol,10,2.40
2020,31012,Yucatán,Cenotillo,Maíz grano,125,68.75
2020,31013,Yucatán,Conkal,Maíz grano,2,0.86
2020,31014,Yucatán,Cuncunul,Maíz grano,170.1,114.73
2020,31015,Yucatán,Cuzamá,Maíz grano,100,55.00
2020,31016,Yucatán,Chacsinkín,Maíz grano,748,643.28
2020,31017,Yucatán,Chankom,Maíz grano,"2,859.00",1910.84
2020,31018,Yucatán,Chapab,Maíz grano,968,784.08
2020,31019,Yucatán,Chemax,Maíz grano,649.5,428.03
2020,31020,Yucatán,Chicxulub Pueblo,Maíz grano,1,0.42
2020,31021,Yucatán,Chichimilá,Maíz grano,238.05,155.26
2020,31022,Yucatán,Chikindzonot,Maíz grano,"3,220.00",2183.70
2020,31023,Yucatán,Chocholá,Maíz grano,154,95.48
2020,31024,Yucatán,Chumayel,Maíz grano,464,375.84
2020,31025,Yucatán,Dzán,Leche,,83.16
2020,31025,Yucatán,Dzán,Maíz grano,830.6,683.64
2020,31026,Yucatán,Dzemul,Maíz grano,9.65,4.23
2020,31027,Yucatán,Dzidzantún,Maíz grano,22.31,12.72
2020,31028,Yucatán,Dzilam de Bravo,Maíz grano,3.15,1.89
2020,31029,Yucatán,Dzilam González,Maíz grano,70.47,47.92
2020,31030,Yucatán,Dzitás,Maíz grano,115.6,64.74
2020,31031,Yucatán,Dzoncauich,Maíz grano,371.52,245.20
2020,31032,Yucatán,Espita,Frijol,7,1.90
2020,31032,Yucatán,Espita,Leche,,62.03
2020,31032,Yucatán,Espita,Maíz grano,451,261.58
2020,31033,Yucatán,Halachó,Maíz grano,826.51,1239.76
2020,31034,Yucatán,Hocabá,Maíz grano,170.6,85.30
2020,31035,Yucatán,Hoctún,Maíz grano,285.5,137.04
2020,31036,Yucatán,Homún,Maíz grano,200,78.00
2020,31037,Yucatán,Huhí,Maíz grano,352.5,200.93
2020,31038,Yucatán,Hunucmá,Maíz grano,38.45,21.92
2020,31039,Yucatán,Ixil,Maíz grano, -   , -   
2020,31040,Yucatán,Izamal,Maíz grano,714.74,343.08
2020,31041,Yucatán,Kanasín,Leche,,97.44
2020,31041,Yucatán,Kanasín,Maíz grano,2.25,1.35
2020,31042,Yucatán,Kantunil,Maíz grano,265.4,122.08
2020,31043,Yucatán,Kaua,Maíz grano,53.6,34.94
2020,31044,Yucatán,Kinchil,Maíz grano,340.46,190.66
2020,31045,Yucatán,Kopomá,Maíz grano,90.98,71.87
2020,31046,Yucatán,Mama,Maíz grano,970,776.00
2020,31047,Yucatán,Maní,Maíz grano,"1,448.50",1173.47
2020,31048,Yucatán,Maxcanú,Maíz grano,"1,076.81",1074.22
2020,31049,Yucatán,Mayapán,Maíz grano,"1,065.00",816.85
2020,31050,Yucatán,Mérida,Leche,,218.23
2020,31050,Yucatán,Mérida,Maíz grano,56.73,34.04
2020,31051,Yucatán,Mocochá,Maíz grano,2.25,0.95
2020,31052,Yucatán,Motul,Leche,,570.75
2020,31052,Yucatán,Motul,Maíz grano,74.8,34.41
2020,31053,Yucatán,Muna,Maíz grano,"2,103.59",6163.57
2020,31054,Yucatán,Muxupip,Maíz grano,11.55,5.31
2020,31055,Yucatán,Opichén,Maíz grano,"1,684.82",4094.91
2020,31056,Yucatán,Oxkutzcab,Maíz grano,"3,054.60",6800.21
2020,31057,Yucatán,Panabá,Frijol,10,2.99
2020,31057,Yucatán,Panabá,Leche,,36.43
2020,31057,Yucatán,Panabá,Maíz grano,26,14.82
2020,31058,Yucatán,Peto,Maíz grano,"4,846.00",4264.48
2020,31059,Yucatán,Progreso,Leche,,512.09
2020,31059,Yucatán,Progreso,Maíz grano, -   , -   
2020,31060,Yucatán,Quintana Roo,Maíz grano,291,162.96
2020,31061,Yucatán,Río Lagartos,Maíz grano,2.25,1.28
2020,31062,Yucatán,Sacalum,Maíz grano,"1,355.50",1119.71
2020,31063,Yucatán,Samahil,Maíz grano,148.3,81.57
2020,31064,Yucatán,Sanahcat,Maíz grano,29.6,17.17
2020,31065,Yucatán,San Felipe,Leche,,18.74
2020,31065,Yucatán,San Felipe,Maíz grano,1.05,0.58
2020,31066,Yucatán,Santa Elena,Maíz grano,"1,198.00",3400.22
2020,31067,Yucatán,Seyé,Maíz grano,169.8,91.69
2020,31068,Yucatán,Sinanché,Maíz grano,15.76,7.41
2020,31069,Yucatán,Sotuta,Maíz grano,"1,840.00",1421.70
2020,31070,Yucatán,Sucilá,Frijol,3,0.95
2020,31070,Yucatán,Sucilá,Leche,,386.69
2020,31070,Yucatán,Sucilá,Maíz grano,19.2,10.94
2020,31071,Yucatán,Sudzal,Maíz grano,184,80.96
2020,31072,Yucatán,Suma,Maíz grano,103.5,71.42
2020,31073,Yucatán,Tahdziú,Maíz grano,"1,365.00",2593.50
2020,31074,Yucatán,Tahmek,Maíz grano,103.85,47.77
2020,31075,Yucatán,Teabo,Maíz grano,943,754.40
2020,31076,Yucatán,Tecoh,Maíz grano,589.7,330.23
2020,31077,Yucatán,Tekal de Venegas,Maíz grano,137.8,62.01
2020,31078,Yucatán,Tekantó,Maíz grano,103.12,48.47
2020,31079,Yucatán,Tekax,Maíz grano,"6,890.00",13817.60
2020,31080,Yucatán,Tekit,Maíz grano,355.7,167.18
2020,31081,Yucatán,Tekom,Maíz grano,899,602.84
2020,31082,Yucatán,Telchac Pueblo,Maíz grano,7.28,2.91
2020,31083,Yucatán,Telchac Puerto,Maíz grano, -   , -   
2020,31084,Yucatán,Temax,Maíz grano,116.85,78.29
2020,31085,Yucatán,Temozón,Frijol,51,15.45
2020,31085,Yucatán,Temozón,Maíz grano,382,225.38
2020,31086,Yucatán,Tepakán,Maíz grano,70.86,32.60
2020,31087,Yucatán,Tetiz,Maíz grano,75,37.50
2020,31088,Yucatán,Teya,Maíz grano,135,62.10
2020,31089,Yucatán,Ticul,Leche,,38.36
2020,31089,Yucatán,Ticul,Maíz grano,630.5,1347.17
2020,31090,Yucatán,Timucuy,Maíz grano,99,36.63
2020,31091,Yucatán,Tinum,Maíz grano,273.75,183.86
2020,31092,Yucatán,Tixcacalcupul,Maíz grano,"2,813.00",1912.84
2020,31093,Yucatán,Tixkokob,Maíz grano,10.13,4.55
2020,31094,Yucatán,Tixmehuac,Maíz grano,"2,900.00",2755.00
2020,31095,Yucatán,Tixpéhual,Maíz grano,12.39,5.70
2020,31096,Yucatán,Tizimín,Frijol,225,68.00
2020,31096,Yucatán,Tizimín,Leche,,365.16
2020,31096,Yucatán,Tizimín,Maíz grano,"4,123.55",22663.60
2020,31097,Yucatán,Tunkás,Frijol,7,1.75
2020,31097,Yucatán,Tunkás,Maíz grano,155,88.35
2020,31098,Yucatán,Tzucacab,Leche,,330.00
2020,31098,Yucatán,Tzucacab,Maíz grano,"2,029.46",1826.51
2020,31099,Yucatán,Uayma,Maíz grano,193.35,131.09
2020,31100,Yucatán,Ucú,Maíz grano,6.11,2.69
2020,31101,Yucatán,Umán,Maíz grano,177,109.74
2020,31102,Yucatán,Valladolid,Maíz grano,697.6,473.69
2020,31103,Yucatán,Xocchel,Maíz grano,57.7,23.08
2020,31104,Yucatán,Yaxcabá,Maíz grano,"7,025.00",5442.50
2020,31105,Yucatán,Yaxkukul,Maíz grano,3,1.41
2020,31106,Yucatán,Yobaín,Maíz grano,37.44,24.34
2020,32001,Zacatecas,Apozol,Frijol,5,3.45
2020,32001,Zacatecas,Apozol,Leche,,200.54
2020,32001,Zacatecas,Apozol,Maíz grano,781,3908.10
2020,32002,Zacatecas,Apulco,Frijol,112,92.76
2020,32002,Zacatecas,Apulco,Leche,,354.63
2020,32002,Zacatecas,Apulco,Maíz grano,"1,071.00",5060.00
2020,32003,Zacatecas,Atolinga,Leche,,467.93
2020,32003,Zacatecas,Atolinga,Maíz grano,"1,586.00",7612.80
2020,32004,Zacatecas,Benito Juárez,Leche,,486.60
2020,32004,Zacatecas,Benito Juárez,Maíz grano,"1,479.00",7247.10
2020,32005,Zacatecas,Calera,Frijol,"8,751.00",7143.70
2020,32005,Zacatecas,Calera,Leche,,1176.74
2020,32005,Zacatecas,Calera,Maíz grano,"1,782.00",8413.20
2020,32005,Zacatecas,Calera,Trigo grano,135,101.25
2020,32006,Zacatecas,Cañitas de Felipe Pescador,Frijol,"10,658.00",5517.05
